Function Name,Start Count,Time Difference,Cycle Difference
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,118,59
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,178,89
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,190,95
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,124,62
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,190,95
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,156,78
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,194,97
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,194,97
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,178,89
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,190,95
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,154,77
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,124,62
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,142,71
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,194,97
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,142,71
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,142,71
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,142,71
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,194,97
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,228,114
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,198,99
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,154,77
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,148,74
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,148,74
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,156,78
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,146,73
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,178,89
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,124,62
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,158,79
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,178,89
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,158,79
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,198,99
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,190,95
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,146,73
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,146,73
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,168,84
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,190,95
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,124,62
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,136,68
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,198,99
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,194,97
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,174,87
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,148,74
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,158,79
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,136,68
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,136,68
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,152,76
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,194,97
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,224,112
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,142,71
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,160,80
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,194,97
__addsf3,19093,118,59
__addsf3,19093,116,58
__addsf3,19093,230,115
__addsf3,19093,146,73
__addsf3,19093,190,95
__addsf3,19093,164,82
__addsf3,19093,164,82
__addsf3,19093,164,82
__addsf3,19093,158,79
__addsf3,19093,194,97
__addsf3,19093,218,109
__addsf3,19093,178,89
__addsf3,19093,230,115
__addsf3,19093,158,79
__addsf3,19093,124,62
__addsf3,19093,136,68
__addsf3,19093,230,115
__addsf3,19093,158,79
__addsf3,19093,218,109
__addsf3,19093,158,79
__addsf3,19093,218,109
__addsf3,19093,124,62
__addsf3,19093,124,62
__addsf3,19093,148,74
__addsf3,19093,194,97
__addsf3,19093,130,65
__addsf3,19093,152,76
__addsf3,19093,164,82
__addsf3,19093,218,109
__addsf3,19093,164,82
__addsf3,19093,124,62
__addsf3,19093,230,115
__addsf3,19093,164,82
__addsf3,19093,164,82
__addsf3,19093,194,97
__addsf3,19093,164,82
__addsf3,19093,218,109
__addsf3,19093,148,74
__addsf3,19093,218,109
__addsf3,19093,226,113
__addsf3,19093,230,115
__addsf3,19093,162,81
__addsf3,19093,152,76
__addsf3,19093,194,97
__addsf3,19093,224,112
__addsf3,19093,218,109
__addsf3,19093,194,97
__addsf3,19093,158,79
__addsf3,19093,194,97
__addsf3,19093,130,65
__addsf3,19093,130,65
__addsf3,19093,148,74
__addsf3,19093,218,109
__addsf3,19093,230,115
__addsf3,19093,158,79
__addsf3,19093,158,79
__addsf3,19093,218,109
__addsf3,19093,194,97
__addsf3,19093,218,109
__addsf3,19093,152,76
__addsf3,19093,164,82
__addsf3,19093,194,97
__addsf3,19093,130,65
__addsf3,19093,218,109
__addsf3,19093,230,115
__addsf3,19093,166,83
__addsf3,19093,152,76
__addsf3,19093,148,74
__addsf3,19093,178,89
__addsf3,19093,154,77
__addsf3,19093,194,97
__addsf3,19093,154,77
__addsf3,19093,198,99
__addsf3,19093,166,83
__addsf3,19093,134,67
__addsf3,19093,218,109
__addsf3,19093,230,115
__addsf3,19093,198,99
__addsf3,19093,230,115
__addsf3,19093,124,62
__addsf3,19093,178,89
__addsf3,19093,230,115
__addsf3,19093,148,74
__addsf3,19093,230,115
__addsf3,19093,124,62
__addsf3,19093,152,76
__addsf3,19093,230,115
__addsf3,19093,194,97
__addsf3,19093,230,115
__addsf3,19093,168,84
__addsf3,19093,178,89
__addsf3,19093,178,89
__addsf3,19093,166,83
__addsf3,19093,218,109
__addsf3,19093,160,80
__addsf3,19093,148,74
__addsf3,19093,152,76
__addsf3,19093,146,73
__addsf3,19093,124,62
__addsf3,19093,156,78
__addsf3,19093,230,115
__addsf3,19093,158,79
__addsf3,19093,230,115
__addsf3,19093,154,77
__addsf3,19093,164,82
__addsf3,19093,164,82
__addsf3,19093,130,65
__addsf3,19093,166,83
__addsf3,19093,190,95
__addsf3,19093,230,115
__addsf3,19093,124,62
__addsf3,19093,218,109
__addsf3,19093,230,115
__addsf3,19093,230,115
__addsf3,19093,198,99
__addsf3,19093,156,78
__addsf3,19093,178,89
__addsf3,19093,178,89
__addsf3,19093,142,71
__addsf3,19093,218,109
__addsf3,19093,194,97
__addsf3,19093,218,109
__addsf3,19093,166,83
__addsf3,19093,134,67
__addsf3,19093,198,99
__addsf3,19093,148,74
__addsf3,19093,124,62
__addsf3,19093,166,83
__addsf3,19093,178,89
__addsf3,19093,148,74
__addsf3,19093,230,115
__addsf3,19093,218,109
__addsf3,19093,190,95
__addsf3,19093,156,78
__addsf3,19093,164,82
__addsf3,19093,158,79
__addsf3,19093,154,77
__addsf3,19093,164,82
__addsf3,19093,228,114
__addsf3,19093,142,71
__addsf3,19093,156,78
__addsf3,19093,218,109
__addsf3,19093,230,115
__addsf3,19093,130,65
__addsf3,19093,142,71
__addsf3,19093,154,77
__addsf3,19093,230,115
__addsf3,19093,168,84
__addsf3,19093,146,73
__addsf3,19093,160,80
__addsf3,19093,158,79
__addsf3,19093,148,74
__addsf3,19093,240,120
__addsf3,19093,194,97
__addsf3,19093,198,99
__addsf3,19093,148,74
__addsf3,19093,148,74
__addsf3,19093,154,77
__addsf3,19093,218,109
__addsf3,19093,194,97
__addsf3,19093,230,115
__addsf3,19093,230,115
__addsf3,19093,236,118
__addsf3,19093,148,74
__addsf3,19093,230,115
__addsf3,19093,230,115
__addsf3,19093,218,109
__addsf3,19093,158,79
__addsf3,19093,142,71
__addsf3,19093,166,83
__addsf3,19093,194,97
__addsf3,19093,230,115
__addsf3,19093,142,71
__addsf3,19093,194,97
__addsf3,19093,164,82
__addsf3,19093,156,78
__addsf3,19093,218,109
__addsf3,19093,130,65
__addsf3,19093,228,114
__addsf3,19093,158,79
__addsf3,19093,218,109
__addsf3,19093,142,71
__addsf3,19093,164,82
__addsf3,19093,230,115
__addsf3,19093,168,84
__addsf3,19093,178,89
__addsf3,19093,124,62
__addsf3,19093,158,79
__addsf3,19093,240,120
__addsf3,19093,230,115
__addsf3,19093,194,97
__addsf3,19093,154,77
__addsf3,19093,152,76
__addsf3,19093,156,78
__addsf3,19093,218,109
__addsf3,19093,194,97
__addsf3,19093,224,112
__addsf3,19093,134,67
__addsf3,19093,156,78
__addsf3,19093,160,80
__addsf3,19093,124,62
__addsf3,19093,188,94
__addsf3,19093,194,97
__addsf3,19093,152,76
__addsf3,19093,188,94
__addsf3,19093,156,78
__addsf3,19093,156,78
__addsf3,19093,156,78
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,104,52
__addsf3,19093,122,61
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,108,54
__addsf3,19093,108,54
__addsf3,19093,122,61
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,104,52
__addsf3,19093,116,58
__addsf3,19093,104,52
__addsf3,19093,108,54
__addsf3,19093,116,58
__addsf3,19093,136,68
__addsf3,19093,162,81
__addsf3,19093,164,82
__addsf3,19093,164,82
__addsf3,19093,164,82
__addsf3,19093,158,79
__addsf3,19093,124,62
__addsf3,19093,156,78
__addsf3,19093,174,87
__addsf3,19093,154,77
__addsf3,19093,230,115
__addsf3,19093,124,62
__addsf3,19093,218,109
__addsf3,19093,148,74
__addsf3,19093,148,74
__addsf3,19093,142,71
__addsf3,19093,164,82
__addsf3,19093,218,109
__addsf3,19093,194,97
__addsf3,19093,194,97
__addsf3,19093,158,79
__addsf3,19093,130,65
__addsf3,19093,190,95
__addsf3,19093,152,76
__addsf3,19093,158,79
__addsf3,19093,166,83
__addsf3,19093,164,82
__addsf3,19093,194,97
__addsf3,19093,178,89
__addsf3,19093,164,82
__addsf3,19093,158,79
__addsf3,19093,130,65
__addsf3,19093,164,82
__addsf3,19093,162,81
__addsf3,19093,230,115
__addsf3,19093,218,109
__addsf3,19093,148,74
__addsf3,19093,168,84
__addsf3,19093,156,78
__addsf3,19093,142,71
__addsf3,19093,124,62
__addsf3,19093,224,112
__addsf3,19093,142,71
__addsf3,19093,124,62
__addsf3,19093,148,74
__addsf3,19093,130,65
__addsf3,19093,194,97
__addsf3,19093,124,62
__addsf3,19093,136,68
__addsf3,19093,136,68
__addsf3,19093,240,120
__addsf3,19093,236,118
__addsf3,19093,230,115
__addsf3,19093,218,109
__addsf3,19093,130,65
__addsf3,19093,166,83
__addsf3,19093,152,76
__addsf3,19093,158,79
__addsf3,19093,124,62
__addsf3,19093,124,62
__addsf3,19093,156,78
__addsf3,19093,178,89
__addsf3,19093,166,83
__addsf3,19093,146,73
__addsf3,19093,166,83
__addsf3,19093,178,89
__addsf3,19093,168,84
__addsf3,19093,134,67
__addsf3,19093,164,82
__addsf3,19093,124,62
__addsf3,19093,152,76
__addsf3,19093,124,62
__addsf3,19093,136,68
__addsf3,19093,148,74
__addsf3,19093,198,99
__addsf3,19093,178,89
__addsf3,19093,198,99
__addsf3,19093,178,89
__addsf3,19093,178,89
__addsf3,19093,230,115
__addsf3,19093,230,115
__addsf3,19093,194,97
__addsf3,19093,136,68
__addsf3,19093,230,115
__addsf3,19093,124,62
__addsf3,19093,148,74
__addsf3,19093,178,89
__addsf3,19093,164,82
__addsf3,19093,230,115
__addsf3,19093,166,83
__addsf3,19093,156,78
__addsf3,19093,158,79
__addsf3,19093,158,79
__addsf3,19093,156,78
__addsf3,19093,152,76
__addsf3,19093,134,67
__addsf3,19093,218,109
__addsf3,19093,148,74
__addsf3,19093,148,74
__addsf3,19093,158,79
__addsf3,19093,174,87
__addsf3,19093,164,82
__addsf3,19093,178,89
__addsf3,19093,194,97
__addsf3,19093,166,83
__addsf3,19093,124,62
__addsf3,19093,158,79
__addsf3,19093,134,67
__addsf3,19093,136,68
__addsf3,19093,178,89
__addsf3,19093,230,115
__addsf3,19093,124,62
__addsf3,19093,152,76
__addsf3,19093,178,89
__addsf3,19093,164,82
__addsf3,19093,218,109
__addsf3,19093,218,109
__addsf3,19093,124,62
__addsf3,19093,166,83
__addsf3,19093,166,83
__addsf3,19093,194,97
__addsf3,19093,134,67
__addsf3,19093,158,79
__addsf3,19093,198,99
__addsf3,19093,218,109
__addsf3,19093,178,89
__addsf3,19093,154,77
__addsf3,19093,148,74
__addsf3,19093,218,109
__addsf3,19093,134,67
__addsf3,19093,218,109
__addsf3,19093,164,82
__addsf3,19093,164,82
__addsf3,19093,148,74
__addsf3,19093,164,82
__addsf3,19093,136,68
__addsf3,19093,218,109
__addsf3,19093,166,83
__addsf3,19093,136,68
__addsf3,19093,148,74
__addsf3,19093,124,62
__addsf3,19093,136,68
__addsf3,19093,164,82
__addsf3,19093,230,115
__addsf3,19093,154,77
__addsf3,19093,148,74
__addsf3,19093,164,82
__addsf3,19093,240,120
__addsf3,19093,154,77
__addsf3,19093,230,115
__addsf3,19093,124,62
__addsf3,19093,134,67
__addsf3,19093,158,79
__addsf3,19093,162,81
__addsf3,19093,168,84
__addsf3,19093,218,109
__addsf3,19093,124,62
__addsf3,19093,148,74
__addsf3,19093,230,115
__addsf3,19093,158,79
__addsf3,19093,166,83
__addsf3,19093,230,115
__addsf3,19093,154,77
__addsf3,19093,166,83
__addsf3,19093,158,79
__addsf3,19093,166,83
__addsf3,19093,152,76
__addsf3,19093,194,97
__addsf3,19093,178,89
__addsf3,19093,136,68
__addsf3,19093,194,97
__addsf3,19093,158,79
__addsf3,19093,218,109
__addsf3,19093,218,109
__addsf3,19093,190,95
__addsf3,19093,146,73
__addsf3,19093,158,79
__addsf3,19093,136,68
__addsf3,19093,218,109
__addsf3,19093,164,82
__addsf3,19093,178,89
__addsf3,19093,230,115
__addsf3,19093,178,89
__addsf3,19093,198,99
__addsf3,19093,164,82
__addsf3,19093,236,118
__addsf3,19093,148,74
__addsf3,19093,130,65
__addsf3,19093,148,74
__addsf3,19093,146,73
__addsf3,19093,218,109
__addsf3,19093,218,109
__addsf3,19093,130,65
__addsf3,19093,146,73
__addsf3,19093,124,62
__addsf3,19093,142,71
__addsf3,19093,178,89
__addsf3,19093,118,59
__addsf3,19093,148,74
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,160,80
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,154,77
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,136,68
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,148,74
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,142,71
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,124,62
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,136,68
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,148,74
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,218,109
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,146,73
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,230,115
__addsf3,19093,118,59
__addsf3,19093,112,56
__addsf3,19093,148,74
__addsf3,19093,118,59
__addsf3,19093,118,59
__addsf3,19093,152,76
__addsf3,19093,118,59
